latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-18.80176,132.00697,344.71,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,310.7,4.24,D
-18.80138,132.0565,350.62,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,311.82,7.18,D
-18.80124,132.17436,342.86,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,312.7,5.01,D
-18.80124,140.33185,339.68,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,313.42,53.58,D
-18.80121,132.01068,347.19,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,312.37,4.24,D
-18.80069,132.17807,345.06,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,311.64,5.01,D
-18.80054,132.13248,350.61,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,319.98,38.95,D
-18.80015,132.18176,349.25,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,314.95,13.43,D
-18.8,140.4118,339.48,0.51,0.5,2023-10-17,444,1,VIIRS,l,2.0NRT,313.83,5.88,D
-18.79952,132.16272,351.66,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,311.98,4.48,D
-18.79949,131.99896,367,0.39,0.36,2023-10-17,444,1,VIIRS,h,2.0NRT,350.92,70.1,D
-18.79939,140.34146,341.17,0.51,0.49,2023-10-17,444,1,VIIRS,l,2.0NRT,312.89,5.05,D
-18.79912,132.04851,348.26,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,312.74,6.49,D
-18.79898,132.16641,354.23,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,311.51,5.56,D
-18.79894,132.00269,355.94,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,318.86,70.1,D
-18.79847,140.34627,342.06,0.51,0.49,2023-10-17,444,1,VIIRS,l,2.0NRT,313.17,7.69,D
-18.7984,132.00641,350.42,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,313.42,4.24,D
-18.79789,132.17381,347.91,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,314.29,14.74,D
-18.79786,132.01015,347.55,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,313.84,4.24,D
-18.79773,132.12823,355.47,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,315.67,15.85,D
-18.79765,140.32611,367,0.51,0.49,2023-10-17,444,1,VIIRS,h,2.0NRT,330.76,53.58,D
-18.79754,140.35107,353.53,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,312.07,7.69,D
-18.79734,132.17752,354.85,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,314.26,14.74,D
-18.79686,132.04053,347.25,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,311.49,5.28,D
-18.79673,140.3309,367,0.51,0.49,2023-10-17,444,1,VIIRS,l,2.0NRT,325.15,53.58,D
-18.79656,132.11284,338.95,0.39,0.36,2023-10-17,444,1,VIIRS,l,2.0NRT,311.74,5.62,D
-18.79631,132.04425,352.86,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,309.09,4.59,D
-18.79622,139.41855,367,0.44,0.46,2023-10-17,444,1,VIIRS,h,2.0NRT,341.41,107.86,D
-18.79559,132.00215,367,0.39,0.36,2023-10-17,444,1,VIIRS,h,2.0NRT,345.3,198.21,D
-18.79549,139.41373,367,0.44,0.46,2023-10-17,444,1,VIIRS,l,2.0NRT,328.21,34.38,D
-18.79548,132.12029,350.09,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,316.3,22.38,D
-18.79545,139.42276,367,0.44,0.46,2023-10-17,444,1,VIIRS,l,2.0NRT,330,90.47,D
-18.79504,132.00587,353.66,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,314.77,33.34,D
-18.79488,140.34052,342.81,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,312.59,5.05,D
-18.79469,139.41792,367,0.44,0.46,2023-10-17,444,1,VIIRS,h,2.0NRT,343.5,34.38,D
-18.79459,132.03253,341.49,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,310.72,6.21,D
-18.7945,132.00961,352.05,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,314.2,33.34,D
-18.79405,132.03625,349.53,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,308.89,5.28,D
-18.79396,132.01334,352.65,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,312.86,5.3,D
-18.79395,140.34532,348.98,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,312.43,7.69,D
-18.79388,139.4221,367,0.44,0.46,2023-10-17,444,1,VIIRS,h,2.0NRT,334.45,106.47,D
-18.79341,132.01706,345.33,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,311.1,5.3,D
-18.79321,132.1123,355.9,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,323.47,14.16,D
-18.79314,140.32518,351.08,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,319.74,33.51,D
-18.79287,132.0208,350.85,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,313.37,5.67,D
-18.79274,139.41347,367,0.44,0.46,2023-10-17,444,1,VIIRS,l,2.0NRT,327.37,31.33,D
-18.79267,132.11603,353.75,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,314.92,14.16,D
-18.79233,132.02452,353.95,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,311.9,5.67,D
-18.79222,140.32999,354.12,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,318.85,33.51,D
-18.79213,132.11974,337.82,0.39,0.36,2023-10-17,444,1,VIIRS,l,2.0NRT,308.63,2.99,D
-18.79197,139.41769,346.4,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,315.81,31.33,D
-18.79178,132.02826,353.18,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,309.05,5.89,D
-18.79169,132.00533,367,0.39,0.36,2023-10-17,444,1,VIIRS,h,2.0NRT,338.84,33.34,D
-18.79123,139.41286,342.45,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,315.84,34.38,D
-18.79115,132.00908,355.03,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,313.65,33.34,D
-18.7906,132.0128,345.19,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,304.4,5.3,D
-18.79043,139.41705,344.37,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,313.32,34.38,D
-18.79041,132.10805,367,0.39,0.36,2023-10-17,444,1,VIIRS,l,2.0NRT,327.46,121.05,D
-18.79037,140.33958,351.15,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,314.84,18.38,D
-18.79006,132.01653,348.39,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,305.85,5.3,D
-18.78987,132.11177,344.35,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,309.13,14.16,D
-18.78955,140.31947,343.7,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,316.33,9.39,D
-18.78952,132.02026,342.77,0.39,0.36,2023-10-17,444,1,VIIRS,n,2.0NRT,304.68,5.67,D
-18.78862,140.32426,367,0.51,0.49,2023-10-17,444,1,VIIRS,h,2.0NRT,317.62,33.51,D
-18.78844,139.46082,345.81,0.45,0.47,2023-10-17,444,1,VIIRS,l,2.0NRT,319.22,8.02,D
-18.78805,122.8427,367,0.42,0.61,2023-10-17,444,1,VIIRS,h,2.0NRT,315.24,9.27,D
-18.7877,140.32906,353.93,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,322.62,33.51,D
-18.78766,122.8467,345.42,0.42,0.61,2023-10-17,444,1,VIIRS,n,2.0NRT,312.72,4.64,D
-18.78661,139.46005,351.23,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,320.81,10.77,D
-18.78558,139.44232,355.32,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,317.73,6.16,D
-18.78504,140.31853,342.57,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,315.18,8.24,D
-18.78477,139.44653,349.1,0.45,0.47,2023-10-17,444,1,VIIRS,l,2.0NRT,319.35,8.79,D
-18.78417,139.45993,354.67,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,319.59,15.28,D
-18.78411,140.32333,353.99,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,316.25,10.59,D
-18.78381,139.43791,355.11,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,318.53,9.92,D
-18.78319,140.32812,355.94,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,313.74,10.59,D
-18.78303,139.44214,354.82,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,321.44,9.92,D
-18.78234,139.4592,350.75,0.45,0.47,2023-10-17,444,1,VIIRS,l,2.0NRT,320.84,10.77,D
-18.78202,122.84609,349.63,0.42,0.61,2023-10-17,444,1,VIIRS,n,2.0NRT,321.37,7.06,D
-18.78164,122.85009,346.58,0.42,0.61,2023-10-17,444,1,VIIRS,l,2.0NRT,319.34,7.06,D
-18.78125,122.8541,346.14,0.42,0.61,2023-10-17,444,1,VIIRS,l,2.0NRT,317.33,12.92,D
-18.78033,139.43282,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,321.94,28.6,D
-18.7799,139.45908,352.73,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,319.69,15.28,D
-18.77961,140.3224,342.54,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,312.2,10.59,D
-18.77868,140.32718,354.47,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,311.76,10.59,D
-18.77755,122.85838,347.88,0.42,0.61,2023-10-17,444,1,VIIRS,l,2.0NRT,320.4,12.63,D
-18.77713,122.86236,349.8,0.41,0.61,2023-10-17,444,1,VIIRS,n,2.0NRT,316.79,7.48,D
-18.77685,139.42773,355.07,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,323.62,28.6,D
-18.77485,122.86146,354.63,0.42,0.61,2023-10-17,444,1,VIIRS,n,2.0NRT,319.9,5.32,D
-18.77447,122.86543,344.13,0.42,0.61,2023-10-17,444,1,VIIRS,l,2.0NRT,316.15,5.32,D
-18.77409,122.86939,340.45,0.41,0.61,2023-10-17,444,1,VIIRS,l,2.0NRT,313.76,2.96,D
-18.77337,139.42265,353.38,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,317.09,19.17,D
-18.7711,122.86568,350.26,0.41,0.61,2023-10-17,444,1,VIIRS,n,2.0NRT,320.95,7.48,D
-18.77069,122.86961,367,0.41,0.61,2023-10-17,444,1,VIIRS,h,2.0NRT,318.84,11.07,D
-18.76847,122.86872,356.42,0.41,0.61,2023-10-17,444,1,VIIRS,n,2.0NRT,322.2,6.18,D
-18.76809,122.87269,350.83,0.41,0.61,2023-10-17,444,1,VIIRS,n,2.0NRT,316.63,6.18,D
-18.76788,139.45222,355.81,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,321.33,43.35,D
-18.76137,139.41585,355.96,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,320.63,12.63,D
-18.76058,139.42006,350.89,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,320.34,12.63,D
-18.76013,139.44626,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,333.67,38.56,D
-18.7579,139.41075,367,0.44,0.46,2023-10-17,444,1,VIIRS,h,2.0NRT,321.26,17.54,D
-18.75711,139.41496,349.38,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,320.64,15.97,D
-18.75586,139.4454,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,317.27,38.56,D
-18.75475,139.42763,353.24,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,321.53,16.29,D
-18.75443,139.40569,367,0.44,0.46,2023-10-17,444,1,VIIRS,h,2.0NRT,323.29,17.54,D
-18.75096,139.40062,349.13,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,320.18,6.38,D
-18.75049,139.42676,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,322.74,16.29,D
-18.74748,139.39557,350.78,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,320.02,6.38,D
-18.74701,139.42168,350.21,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,321.1,13.83,D
-18.7467,139.39977,353.41,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,321.8,6.38,D
-18.74622,139.42589,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,324.42,13.83,D
-18.74275,139.42081,353.61,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,321.24,13.83,D
-18.74196,139.42503,356.1,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,323.15,13.83,D
-18.74032,129.46046,346.44,0.48,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,315.95,7.34,D
-18.7397,129.46504,349.75,0.48,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,317.88,7.34,D
-18.73928,139.41573,351.05,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,322.92,11.55,D
-18.73908,129.44167,347.98,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,314.81,8.19,D
-18.73908,129.46962,356.16,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,319.67,10.69,D
-18.73905,129.30017,347.55,0.49,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,312.06,10.75,D
-18.73849,139.41994,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,323.22,19.19,D
-18.73847,129.47417,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,321.37,10.69,D
-18.73846,129.44621,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,317.95,8.19,D
-18.73786,129.47873,354.7,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,320.15,9.11,D
-18.73785,129.45079,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,319.07,8.87,D
-18.7377,139.42418,355.83,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,321.56,19.19,D
-18.73768,129.19505,343.68,0.5,0.41,2023-10-17,444,1,VIIRS,l,2.0NRT,313.35,7.36,D
-18.73724,129.45535,355.88,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,316.69,8.87,D
-18.73724,129.48328,355.29,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,319,9.11,D
-18.73722,129.42735,348.07,0.48,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,314.41,8.45,D
-18.73717,129.28566,344.84,0.49,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,312.5,4.39,D
-18.7371,129.22849,341.15,0.5,0.41,2023-10-17,444,1,VIIRS,l,2.0NRT,314.18,43.07,D
-18.73663,129.48785,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,320.97,13.11,D
-18.73658,129.31877,353.58,0.49,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,320.63,28.87,D
-18.73656,129.29031,345.38,0.49,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,313.49,4.55,D
-18.73649,129.23318,348.6,0.5,0.41,2023-10-17,444,1,VIIRS,n,2.0NRT,322.7,68.73,D
-18.73602,129.4924,356.15,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,320.07,13.11,D
-18.736,129.38005,350.54,0.49,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,314.04,13.03,D
-18.73599,129.43654,350.29,0.48,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,315.83,15.2,D
-18.73597,126.03104,354.17,0.51,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,317.33,10.37,D
-18.73596,129.32343,367,0.49,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,318.18,28.87,D
-18.73594,129.29498,339.67,0.49,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,313.63,4.55,D
-18.73583,126.02776,347.07,0.51,0.49,2023-10-17,444,1,VIIRS,l,2.0NRT,321.35,10.09,D
-18.7354,129.49696,350.65,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,317.8,8.89,D
-18.73539,129.55258,342.58,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,316.3,10.9,D
-18.73538,129.38467,353.53,0.49,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,314.52,16.13,D
-18.73538,129.4411,341.86,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,315.64,5.42,D
-18.73535,129.32806,355.97,0.49,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,318.09,18.32,D
-18.73529,129.27113,350.54,0.49,0.41,2023-10-17,444,1,VIIRS,l,2.0NRT,312.65,6.78,D
-18.73502,139.41487,352.22,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,321.7,11.55,D
-18.73479,129.50153,354.54,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,316.31,8.89,D
-18.73478,129.5571,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,321.03,10.9,D
-18.73473,129.3327,367,0.49,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,318.5,18.32,D
-18.73436,129.55505,356.29,0.48,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,322.32,20.97,D
-18.73423,139.4191,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,325.68,19.19,D
-18.73417,129.50607,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,318.2,10.92,D
-18.73416,129.56163,354.65,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,320.31,8.84,D
-18.73411,129.33734,356.11,0.49,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,319.02,16.29,D
-18.73402,129.25191,346.69,0.49,0.41,2023-10-17,444,1,VIIRS,l,2.0NRT,312.97,9.08,D
-18.73393,129.19455,342.51,0.5,0.41,2023-10-17,444,1,VIIRS,l,2.0NRT,313.78,7.36,D
-18.73377,129.55959,356.46,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,321.56,8.58,D
-18.73356,129.51064,353.14,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,318.88,10.92,D
-18.73356,129.53842,351.38,0.48,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,316.85,9.69,D
-18.73355,129.56616,353.19,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,319.91,8.84,D
-18.73352,129.37029,350.67,0.49,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,315.17,20.35,D
-18.7335,129.34198,356.08,0.49,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,317.53,16.29,D
-18.73343,139.42329,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,321.42,19.19,D
-18.73319,129.56412,355.91,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,320.55,8.58,D
-18.73294,129.51518,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,319.91,7.01,D
-18.73294,129.54297,355.77,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,319.77,12.36,D
-18.73294,129.57066,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,320.75,9.74,D
-18.73288,129.34662,367,0.49,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,317.08,21.18,D
-18.73274,129.23265,346.91,0.5,0.41,2023-10-17,444,1,VIIRS,n,2.0NRT,314.95,44.19,D
-18.7326,129.56865,354.04,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,320.55,8.53,D
-18.73235,139.40559,347.86,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,322.14,14.1,D
-18.73233,129.51971,343.67,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,317.72,7.01,D
-18.73233,129.5475,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,320.48,12.36,D
-18.73232,129.57521,347.96,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,317.93,9.74,D
-18.73201,129.57318,355.35,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,319.61,8.53,D
-18.73172,129.52426,348.06,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,318.24,5.97,D
-18.73172,129.55203,355.35,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,322.43,10.9,D
-18.73171,129.57974,342.5,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,316.63,7.38,D
-18.73155,139.40981,348.92,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,322.41,14.03,D
-18.73142,129.5777,343.55,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,317.69,3.56,D
-18.73125,126.02731,347.37,0.51,0.49,2023-10-17,444,1,VIIRS,n,2.0NRT,315.27,10.09,D
-18.73111,129.52879,347.47,0.48,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,319.99,5.97,D
-18.73083,129.58224,341.02,0.48,0.4,2023-10-17,444,1,VIIRS,n,2.0NRT,315.69,3.56,D
-18.73076,139.41402,354.27,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,321.72,14.03,D
-18.72996,139.41821,350.81,0.45,0.47,2023-10-17,444,1,VIIRS,l,2.0NRT,330.03,58.82,D
-18.72917,139.42244,355.26,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,318.26,58.82,D
-18.72783,129.27007,367,0.49,0.41,2023-10-17,444,1,VIIRS,h,2.0NRT,314.25,14.32,D
-18.72743,129.58369,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,320.25,7.38,D
-18.72729,139.40894,367,0.44,0.46,2023-10-17,444,1,VIIRS,h,2.0NRT,321.92,14.03,D
-18.7265,139.41315,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,322.61,14.03,D
-18.7257,139.41736,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,347.71,58.82,D
-18.72491,139.42159,343.74,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,310.4,58.82,D
-18.72426,129.38306,347.07,0.49,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,318.21,29.2,D
-18.72364,129.3877,367,0.49,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,326.06,29.2,D
-18.72303,139.4081,349.66,0.44,0.46,2023-10-17,444,1,VIIRS,n,2.0NRT,317.48,9.36,D
-18.72223,139.41231,367,0.45,0.47,2023-10-17,444,1,VIIRS,h,2.0NRT,318.62,9.36,D
-18.72192,129.59676,356.05,0.48,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,319.16,37.93,D
-18.72144,139.4165,351.27,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,314.98,25.66,D
-18.71638,139.41986,354.18,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,315.24,25.66,D
-18.71637,129.49876,353.24,0.48,0.4,2023-10-17,444,1,VIIRS,l,2.0NRT,318.09,16.45,D
-18.71558,139.42407,348.22,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,309.54,10.34,D
-18.71398,139.43253,355.49,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,312.79,13.39,D
-18.71211,139.41901,356.23,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,310.67,7.35,D
-18.71131,139.42322,343.42,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,313,7.86,D
-18.71121,126.00028,341.11,0.51,0.5,2023-10-17,444,1,VIIRS,l,2.0NRT,314.91,7.05,D
-18.71051,139.42744,341.41,0.45,0.47,2023-10-17,444,1,VIIRS,n,2.0NRT,308.66,7.86,D
-18.7089,129.44186,367,0.48,0.4,2023-10-17,444,1,VIIRS,h,2.0NRT,323.22,42.25,D
-18.7032,125.98927,367,0.51,0.5,2023-10-17,444,1,VIIRS,h,2.0NRT,318.14,9.43,D
-18.70263,125.9942,342.71,0.51,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,314.28,9.43,D
-18.70056,121.85168,344.41,0.48,0.65,2023-10-17,444,1,VIIRS,n,2.0NRT,315.32,23.13,D
-18.69516,125.97836,349.92,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,318.13,44.08,D
-18.695,121.84645,348.27,0.48,0.65,2023-10-17,444,1,VIIRS,n,2.0NRT,313.96,23.13,D
-18.69459,125.98331,367,0.51,0.5,2023-10-17,444,1,VIIRS,h,2.0NRT,320.09,44.08,D
-18.69457,121.85103,367,0.48,0.65,2023-10-17,444,1,VIIRS,l,2.0NRT,325.73,23.13,D
-18.69415,121.85555,367,0.48,0.65,2023-10-17,444,1,VIIRS,h,2.0NRT,320.86,40.1,D
-18.69372,121.86012,336.56,0.48,0.65,2023-10-17,444,1,VIIRS,n,2.0NRT,311.53,40.1,D
-18.69171,125.96784,350.98,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,317.4,23.1,D
-18.69114,125.97282,367,0.52,0.5,2023-10-17,444,1,VIIRS,h,2.0NRT,315.93,23.1,D
-18.68986,121.83662,352.62,0.48,0.65,2023-10-17,444,1,VIIRS,n,2.0NRT,317.78,11.8,D
-18.68816,121.85489,348.87,0.48,0.65,2023-10-17,444,1,VIIRS,n,2.0NRT,314.86,4.65,D
-18.68769,125.96235,348.32,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,317.43,19.75,D
-18.68366,125.95686,353.32,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,318.56,19.75,D
-18.6802,125.9463,354.5,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,320.04,17.54,D
-18.67964,125.95132,355.08,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,317.18,17.54,D
-18.67271,125.9301,355.38,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,321.6,20.08,D
-18.67215,125.93511,367,0.52,0.5,2023-10-17,444,1,VIIRS,h,2.0NRT,318.49,21.59,D
-18.66868,125.92455,367,0.52,0.5,2023-10-17,444,1,VIIRS,h,2.0NRT,320.23,20.08,D
-18.66464,125.91899,352.58,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,321.46,15.86,D
-18.66137,125.91096,346.24,0.52,0.5,2023-10-17,444,1,VIIRS,l,2.0NRT,321.2,13.48,D
-18.66077,125.91595,356.37,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,320.84,22.64,D
-18.66059,125.91343,356.36,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,322.42,15.86,D
-18.66003,125.91844,344.2,0.52,0.5,2023-10-17,444,1,VIIRS,l,2.0NRT,316.84,15.86,D
-18.65676,125.9104,351.67,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,318.16,13.48,D
-18.65655,125.90787,349.45,0.52,0.5,2023-10-17,444,1,VIIRS,n,2.0NRT,322.13,9.9,D
-18.6551,125.885,347.12,0.52,0.5,2023-10-17,444,1,VIIRS,l,2.0NRT,320.72,9.74,D
